,0,1,2,3,4,5,6
2335,chicken,,,,,,
2336,grated cheese,ground beef,pepper,spaghetti,cooking oil,chicken,corn
2337,cake,french fries,,,,,
2338,ham,pickles,honey,cottage cheese,green tea,,
2339,french fries,frozen smoothie,energy drink,,,,
2340,milk,chicken,eggs,pancakes,,,
2341,olive oil,pancakes,cooking oil,,,,
2342,burgers,spaghetti,milk,chocolate,french fries,cookies,green tea
2343,cookies,,,,,,
2344,ground beef,spaghetti,candy bars,,,,
2345,cake,french fries,,,,,
2346,eggs,green tea,mushroom cream sauce,strawberries,,,
2347,eggs,,,,,,
2348,turkey,burgers,tomatoes,spaghetti,eggs,whole weat flour,pancakes
2349,burgers,milk,eggs,cake,clothes accessories,french fries,
2350,pasta,,,,,,
2351,milk,eggs,,,,,
2352,turkey,eggs,whole wheat rice,green tea,,,
2353,fresh tuna,grated cheese,spaghetti,mineral water,salmon,eggs,mashed potato
2354,pancakes,,,,,,
2355,escalope,low fat yogurt,,,,,
2356,chocolate,shrimp,frozen vegetables,spaghetti,mineral water,olive oil,eggs
2357,strong cheese,tomato juice,low fat yogurt,green tea,,,
2358,turkey,burgers,shrimp,ground beef,spaghetti,mineral water,milk
2359,tomatoes,escalope,,,,,
2360,cookies,,,,,,
2361,grated cheese,spaghetti,french fries,,,,
2362,cookies,,,,,,
2363,eggs,cake,,,,,
2364,shampoo,babies food,,,,,
2365,burgers,turkey,herb & pepper,shrimp,tomato sauce,light cream,cooking oil
2366,eggs,french fries,,,,,
2367,mineral water,cake,french fries,,,,
2368,herb & pepper,frozen vegetables,ground beef,mineral water,,,
2369,fresh tuna,mineral water,pancakes,tea,chocolate,escalope,
2370,avocado,energy bar,muffins,french fries,,,
2371,eggs,chocolate,escalope,,,,
2372,burgers,dessert wine,champagne,frozen smoothie,cookies,hot dogs,green tea
2373,shrimp,french fries,champagne,cookies,pancakes,yogurt cake,light mayo
2374,mineral water,salmon,,,,,
2375,mineral water,soup,cooking oil,,,,
2376,burgers,milk,cream,,,,
2377,ground beef,mineral water,oil,barbecue sauce,frozen smoothie,brownies,white wine
2378,burgers,eggs,,,,,
2379,avocado,milk,eggs,ham,chocolate,french fries,pancakes
2380,cookies,,,,,,
2381,shrimp,ground beef,spaghetti,olive oil,fromage blanc,eggs,low fat yogurt
2382,red wine,ground beef,salmon,eggs,whole wheat rice,cooking oil,french fries
2383,shrimp,frozen vegetables,tomatoes,parmesan cheese,whole wheat pasta,ground beef,spaghetti
2384,spaghetti,,,,,,
2385,cookies,,,,,,
2386,eggs,,,,,,
2387,fresh tuna,spaghetti,flax seed,pancakes,hot dogs,,
2388,energy bar,brownies,,,,,
2389,mineral water,whole wheat rice,cake,,,,
2390,cookies,,,,,,
2391,turkey,burgers,mineral water,cooking oil,chocolate bread,pancakes,
2392,mineral water,green grapes,cooking oil,,,,
2393,shrimp,,,,,,
2394,turkey,grated cheese,tomato sauce,spaghetti,chocolate,eggs,
2395,turkey,burgers,spaghetti,mineral water,chocolate,soup,avocado
2396,milk,energy bar,escalope,white wine,,,
2397,olive oil,flax seed,pancakes,light cream,oil,chicken,
2398,light mayo,,,,,,
2399,turkey,eggs,,,,,
2400,chocolate,herb & pepper,tomatoes,whole wheat pasta,spaghetti,mineral water,olive oil
2401,burgers,eggs,,,,,
2402,whole wheat rice,,,,,,
2403,tomatoes,spaghetti,mineral water,olive oil,green tea,,
2404,chocolate,cottage cheese,,,,,
2405,chocolate,butter,salmon,muffins,carrots,escalope,low fat yogurt
2406,burgers,frozen vegetables,spaghetti,chocolate,almonds,pancakes,eggs
2407,grated cheese,milk,energy bar,salmon,vegetables mix,eggs,bramble
2408,fresh tuna,eggs,french fries,green tea,,,
2409,shrimp,ground beef,pancakes,cooking oil,white wine,,
2410,eggs,cake,rice,french fries,frozen smoothie,yogurt cake,
2411,frozen vegetables,mineral water,olive oil,brownies,low fat yogurt,,
2412,spaghetti,mineral water,olive oil,flax seed,eggs,green tea,
2413,spaghetti,honey,low fat yogurt,,,,
2414,candy bars,,,,,,
2415,grated cheese,frozen vegetables,ground beef,olive oil,butter,salmon,blueberries
2416,cake,chicken,barbecue sauce,strawberries,green tea,,
2417,turkey,,,,,,
2418,eggs,french fries,,,,,
2419,whole wheat pasta,zucchini,,,,,
2420,candy bars,green tea,,,,,
2421,candy bars,,,,,,
2422,brownies,,,,,,
2423,burgers,almonds,chicken,light mayo,green tea,,
2424,red wine,spaghetti,cooking oil,chicken,extra dark chocolate,whole weat flour,frozen smoothie
2425,cookies,,,,,,
2426,spaghetti,strong cheese,,,,,
2427,chocolate,mineral water,salmon,whole wheat rice,chicken,clothes accessories,
2428,muffins,strawberries,honey,,,,
2429,shrimp,tomatoes,spaghetti,mineral water,chocolate,milk,bug spray
2430,vegetables mix,cake,rice,,,,
2431,fresh tuna,ham,chocolate,frozen vegetables,whole wheat pasta,black tea,strong cheese
2432,red wine,french wine,rice,green beans,,,
2433,french fries,champagne,sandwich,strawberries,yogurt cake,green tea,
2434,turkey,ground beef,,,,,
2435,cookies,,,,,,
2436,vegetables mix,french fries,green tea,,,,
2437,mineral water,,,,,,
2438,champagne,,,,,,
2439,cookies,,,,,,
2440,ground beef,,,,,,
2441,burgers,pepper,,,,,
2442,cookies,babies food,,,,,
2443,frozen vegetables,pepper,cider,green tea,cookies,shallot,mushroom cream sauce
2444,cake,french fries,,,,,
2445,burgers,fresh tuna,avocado,,,,
2446,cookies,,,,,,
2447,french fries,,,,,,
2448,cookies,low fat yogurt,,,,,
2449,cereals,brownies,,,,,
2450,burgers,ham,grated cheese,ground beef,spaghetti,almonds,cooking oil
2451,chocolate,french fries,,,,,
2452,french fries,pancakes,,,,,
2453,eggs,,,,,,
2454,grated cheese,,,,,,
2455,vegetables mix,,,,,,
2456,french fries,,,,,,
2457,cake,french fries,,,,,
2458,green tea,,,,,,
2459,whole wheat rice,chocolate,,,,,
2460,milk,,,,,,
2461,escalope,,,,,,
2462,tomatoes,mineral water,eggs,carrots,brownies,,
2463,red wine,spaghetti,salmon,vegetables mix,cereals,frozen smoothie,
2464,cottage cheese,mint,,,,,
2465,fresh tuna,olive oil,energy bar,pancakes,frozen smoothie,,
2466,chocolate,fresh bread,honey,,,,
2467,mineral water,melons,green tea,,,,
2468,avocado,,,,,,
2469,candy bars,,,,,,
2470,eggs,whole wheat rice,,,,,
2471,whole wheat rice,chocolate,french fries,frozen smoothie,escalope,low fat yogurt,candy bars
2472,herb & pepper,ground beef,spaghetti,cooking oil,hot dogs,brownies,yogurt cake
2473,avocado,black tea,eggs,,,,
2474,champagne,,,,,,
2475,chicken,,,,,,
2476,burgers,eggs,french fries,pancakes,,,
2477,mineral water,eggplant,low fat yogurt,,,,
2478,burgers,pickles,energy bar,pancakes,cake,hot dogs,
2479,cookies,,,,,,
2480,shrimp,frozen vegetables,vegetables mix,green grapes,eggs,champagne,
2481,burgers,escalope,pasta,mushroom cream sauce,,,
2482,mineral water,low fat yogurt,,,,,
2483,tomatoes,mineral water,cake,brownies,body spray,energy drink,green tea
2484,turkey,escalope,,,,,
2485,shrimp,mineral water,,,,,
2486,champagne,,,,,,
2487,turkey,herb & pepper,whole wheat rice,cooking oil,french fries,light mayo,
2488,pancakes,fresh bread,,,,,
2489,fresh tuna,frozen vegetables,tomatoes,parmesan cheese,whole wheat pasta,spaghetti,soup
2490,turkey,whole wheat rice,escalope,,,,
2491,whole wheat rice,,,,,,
2492,eggs,honey,brownies,,,,
2493,tomatoes,soda,hot dogs,body spray,energy drink,,
2494,burgers,ground beef,mineral water,eggs,whole wheat rice,cooking oil,french fries
2495,ground beef,mineral water,eggs,,,,
2496,grated cheese,whole wheat rice,bug spray,pasta,green tea,,
2497,mineral water,milk,eggs,brownies,energy drink,,
2498,energy bar,,,,,,
2499,frozen vegetables,pancakes,low fat yogurt,,,,
2500,yogurt cake,honey,,,,,
2501,cake,,,,,,
2502,cereals,,,,,,
2503,escalope,pasta,mushroom cream sauce,,,,
2504,olive oil,light mayo,,,,,
2505,cottage cheese,,,,,,
2506,herb & pepper,ground beef,champagne,green tea,,,
2507,hot dogs,,,,,,
2508,spaghetti,french fries,energy drink,,,,
2509,ham,shrimp,ground beef,mineral water,avocado,milk,brownies
2510,mineral water,almonds,cottage cheese,light mayo,,,
2511,protein bar,,,,,,
2512,red wine,candy bars,,,,,
2513,mineral water,avocado,milk,almonds,eggs,french fries,melons
2514,herb & pepper,,,,,,
2515,vegetables mix,escalope,,,,,
2516,tomatoes,milk,,,,,
2517,milk,salmon,,,,,
2518,eggs,,,,,,
2519,mineral water,vegetables mix,rice,light mayo,,,
2520,vegetables mix,,,,,,
2521,muffins,cookies,green tea,,,,
2522,grated cheese,spinach,eggs,cooking oil,green tea,salad,
2523,strawberries,,,,,,
2524,mineral water,cake,chicken,french fries,tomato juice,,
2525,mineral water,cereals,,,,,
2526,chocolate,french fries,,,,,
2527,burgers,mineral water,eggs,,,,
2528,mineral water,fresh bread,,,,,
2529,mineral water,,,,,,
2530,mineral water,energy drink,,,,,
2531,grated cheese,frozen vegetables,honey,french fries,escalope,,
2532,soup,,,,,,
2533,avocado,spinach,yogurt cake,,,,
2534,brownies,,,,,,
2535,pepper,spaghetti,cider,champagne,,,
2536,champagne,cookies,,,,,
2537,green tea,,,,,,
2538,champagne,,,,,,
2539,turkey,soup,gums,,,,
2540,honey,cookies,,,,,
2541,grated cheese,herb & pepper,spaghetti,soup,olive oil,strong cheese,shampoo
2542,spaghetti,mineral water,,,,,
2543,grated cheese,,,,,,
2544,whole wheat pasta,bug spray,cereals,french fries,escalope,salad,
2545,turkey,ground beef,escalope,green tea,,,
2546,ground beef,mineral water,french wine,light mayo,honey,,
2547,pickles,tomatoes,spinach,french fries,,,
2548,chocolate,champagne,escalope,,,,
2549,french fries,green tea,,,,,
2550,red wine,mineral water,green beans,french fries,,,
2551,ground beef,pepper,spaghetti,mineral water,soup,milk,nonfat milk
2552,ground beef,pepper,spaghetti,soup,olive oil,carrots,
2553,french fries,,,,,,
2554,cookies,,,,,,
2555,nonfat milk,,,,,,
2556,energy bar,,,,,,
2557,tomatoes,,,,,,
2558,mint,,,,,,
2559,grated cheese,mineral water,,,,,
2560,frozen smoothie,,,,,,
2561,frozen smoothie,,,,,,
2562,frozen smoothie,hot dogs,,,,,
2563,frozen vegetables,,,,,,
2564,milk,champagne,,,,,
2565,cookies,,,,,,
2566,cookies,,,,,,
2567,chicken,eggs,light mayo,green tea,,,
2568,chocolate,,,,,,
2569,french fries,escalope,pasta,mushroom cream sauce,,,
2570,low fat yogurt,,,,,,
2571,mineral water,energy bar,,,,,
2572,mint,,,,,,
2573,milk,french wine,chicken,escalope,,,
2574,blueberries,champagne,,,,,
2575,black tea,,,,,,
2576,vegetables mix,,,,,,
2577,muffins,,,,,,
2578,turkey,grated cheese,frozen vegetables,mineral water,olive oil,salmon,nonfat milk
2579,french fries,,,,,,
2580,meatballs,cake,,,,,
2581,spinach,eggs,oil,chocolate,cookies,tomato juice,fresh bread
2582,spaghetti,cooking oil,green tea,cookies,zucchini,,
2583,turkey,grated cheese,mineral water,cake,french fries,,
2584,champagne,hot dogs,,,,,
2585,burgers,butter,,,,,
2586,chocolate,milk,eggs,protein bar,green tea,,
2587,chocolate,,,,,,
2588,cauliflower,,,,,,
2589,spaghetti,mineral water,chocolate,french fries,frozen smoothie,hot dogs,shampoo
2590,chocolate,muffins,cooking oil,french fries,,,
2591,burgers,mineral water,pancakes,eggs,frozen smoothie,,
2592,turkey,grated cheese,tomatoes,ground beef,spaghetti,mineral water,meatballs
2593,dessert wine,ground beef,spaghetti,mineral water,salmon,champagne,
2594,champagne,,,,,,
2595,turkey,frozen vegetables,ground beef,mineral water,soup,avocado,salmon
2596,ham,,,,,,
2597,cookies,honey,,,,,
2598,chocolate,french fries,pasta,champagne,green tea,,
2599,spaghetti,french wine,fromage blanc,cereals,carrots,cottage cheese,yogurt cake
2600,tomatoes,mineral water,avocado,meatballs,eggs,cereals,
2601,spaghetti,mineral water,fromage blanc,honey,french fries,low fat yogurt,
2602,milk,salmon,,,,,
2603,ground beef,mineral water,eggs,,,,
2604,green tea,,,,,,
2605,butter,chocolate,french fries,,,,
2606,mineral water,avocado,meatballs,,,,
2607,escalope,,,,,,
2608,hot dogs,salad,,,,,
2609,escalope,,,,,,
2610,french fries,,,,,,
2611,chocolate,,,,,,
2612,turkey,spaghetti,barbecue sauce,french fries,fresh bread,,
2613,frozen vegetables,spaghetti,mineral water,milk,eggs,extra dark chocolate,cottage cheese
2614,cookies,,,,,,
2615,shrimp,frozen vegetables,muffins,,,,
2616,soup,,,,,,
2617,shrimp,frozen vegetables,spaghetti,mineral water,chocolate,olive oil,pancakes
2618,shrimp,frozen vegetables,whole wheat rice,fresh bread,,,
2619,spaghetti,french fries,escalope,,,,
2620,chocolate,french fries,brownies,,,,
2621,chocolate,ground beef,pepper,spaghetti,salmon,body spray,
2622,brownies,,,,,,
2623,soup,body spray,,,,,
2624,oil,,,,,,
2625,whole wheat pasta,ground beef,tomato sauce,spaghetti,mineral water,soup,chicken
2626,turkey,red wine,mineral water,chicken,hot dogs,,
2627,grated cheese,herb & pepper,salmon,vegetables mix,bramble,cooking oil,fresh bread
2628,frozen vegetables,ground beef,mineral water,eggs,chocolate,fresh bread,white wine
2629,turkey,ham,mineral water,blueberries,light cream,carrots,escalope
2630,strong cheese,strawberries,honey,,,,
2631,grated cheese,ground beef,pepper,chocolate,french fries,,
2632,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,milk,almonds
2633,escalope,champagne,,,,,
2634,cookies,,,,,,
2635,shrimp,frozen vegetables,avocado,flax seed,cooking oil,,
2636,spaghetti,honey,,,,,
2637,shrimp,ground beef,spaghetti,mineral water,olive oil,black tea,salmon
2638,mineral water,chicken,hot dogs,light mayo,,,
2639,french fries,frozen smoothie,body spray,light mayo,toothpaste,,
2640,spaghetti,,,,,,
2641,tomatoes,,,,,,
2642,cookies,,,,,,
2643,frozen vegetables,spaghetti,mineral water,soup,meatballs,milk,olive oil
2644,ground beef,pepper,spaghetti,cookies,,,
2645,spaghetti,mineral water,milk,eggs,low fat yogurt,,
2646,ground beef,spaghetti,milk,eggs,light cream,,
2647,chocolate,,,,,,
2648,mineral water,,,,,,
2649,ground beef,mineral water,blueberries,,,,
2650,frozen vegetables,tomatoes,spaghetti,salmon,muffins,whole wheat rice,cake
2651,chocolate,soup,avocado,chicken,cookies,light mayo,green tea
2652,rice,french fries,body spray,,,,
2653,spaghetti,avocado,light mayo,white wine,magazines,toothpaste,
2654,spaghetti,soup,milk,butter,whole wheat rice,chocolate,low fat yogurt
2655,herb & pepper,,,,,,
2656,ground beef,,,,,,
2657,mineral water,salmon,green tea,,,,
2658,herb & pepper,spaghetti,,,,,
2659,energy drink,,,,,,
2660,hot dogs,,,,,,
2661,burgers,fresh tuna,parmesan cheese,spaghetti,chocolate,champagne,green tea
2662,frozen vegetables,vegetables mix,eggs,escalope,low fat yogurt,,
2663,cookies,,,,,,
2664,tomatoes,parmesan cheese,mineral water,milk,cider,whole wheat rice,gums
2665,turkey,,,,,,
2666,spaghetti,,,,,,
2667,burgers,herb & pepper,shrimp,frozen vegetables,ground beef,spaghetti,mineral water
2668,turkey,tomatoes,pepper,strong cheese,whole wheat rice,french fries,frozen smoothie
2669,shrimp,mineral water,black tea,rice,cooking oil,chicken,chili
2670,chocolate,grated cheese,salmon,french fries,,,
2671,light cream,chicken,cereals,champagne,brownies,,
2672,extra dark chocolate,,,,,,
2673,pickles,frozen vegetables,tomatoes,spaghetti,mineral water,nonfat milk,cake
2674,turkey,eggs,cooking oil,french fries,,,
2675,chocolate,soup,butter,chicken,cooking oil,green tea,hot dogs
2676,chocolate,spaghetti,mineral water,pancakes,oil,cooking oil,chicken
2677,burgers,herb & pepper,mineral water,cake,,,
2678,herb & pepper,spaghetti,cooking oil,french fries,,,
2679,mineral water,vegetables mix,yogurt cake,,,,
2680,burgers,spaghetti,,,,,
2681,spaghetti,mint,,,,,
2682,pepper,blueberries,,,,,
2683,burgers,ground beef,pepper,tomato sauce,spaghetti,butter,french wine
2684,turkey,burgers,frozen vegetables,oil,corn,carrots,chocolate
2685,soda,cottage cheese,shampoo,,,,
2686,turkey,chutney,,,,,
2687,nonfat milk,,,,,,
2688,whole wheat pasta,mineral water,vegetables mix,green grapes,eggs,french fries,green tea
2689,pepper,milk,muffins,,,,
2690,herb & pepper,ground beef,tomato sauce,yams,olive oil,chicken,burger sauce
2691,ground beef,mineral water,gums,cereals,frozen smoothie,cookies,shallot
2692,french fries,,,,,,
2693,mineral water,black tea,mashed potato,,,,
2694,shrimp,chocolate,avocado,fromage blanc,honey,carrots,melons
2695,burgers,shrimp,mineral water,butter,strong cheese,salmon,tea
2696,sandwich,,,,,,
2697,french fries,,,,,,
2698,soup,cereals,french fries,,,,
2699,mineral water,fromage blanc,bacon,cooking oil,barbecue sauce,cereals,green tea
2700,turkey,grated cheese,frozen vegetables,ground beef,spaghetti,mineral water,soup
2701,pancakes,,,,,,
2702,spaghetti,fromage blanc,tea,,,,
2703,green tea,,,,,,
2704,frozen vegetables,spaghetti,meatballs,chutney,chicken,frozen smoothie,escalope
2705,herb & pepper,milk,cake,french fries,yogurt cake,,
2706,olive oil,pancakes,chocolate,french fries,,,
2707,frozen vegetables,tomatoes,spaghetti,meatballs,milk,olive oil,butter
2708,butter,cookies,,,,,
2709,ground beef,gums,energy drink,,,,
2710,turkey,burgers,chocolate,avocado,cider,honey,cake
2711,tomatoes,spaghetti,mineral water,meatballs,milk,chicken,rice
2712,tomatoes,black tea,,,,,
2713,olive oil,,,,,,
2714,cookies,,,,,,
2715,oil,,,,,,
2716,honey,escalope,,,,,
2717,french fries,energy drink,,,,,
2718,tomato juice,,,,,,
2719,escalope,,,,,,
2720,avocado,milk,whole wheat rice,cake,french fries,cottage cheese,body spray
2721,cereals,yogurt cake,mint,,,,
2722,cookies,,,,,,
2723,turkey,french fries,green tea,,,,
2724,burgers,spaghetti,chicken,pancakes,french fries,,
2725,butter,chicken,cider,eggs,,,
2726,champagne,yogurt cake,,,,,
2727,extra dark chocolate,,,,,,
2728,chocolate,french fries,,,,,
2729,ham,chocolate,whole wheat pasta,milk,olive oil,chicken,bacon
2730,chocolate,escalope,,,,,
2731,grated cheese,tomatoes,,,,,
2732,frozen vegetables,tomatoes,french fries,champagne,,,
2733,shrimp,tomatoes,ground beef,spaghetti,chocolate,butter,salmon
2734,eggs,french fries,cookies,,,,
2735,ham,energy drink,,,,,
2736,whole wheat rice,chocolate,energy drink,,,,
2737,chocolate,,,,,,
2738,turkey,butter,oil,chocolate,cookies,,
2739,grated cheese,shrimp,tomatoes,ground beef,spaghetti,avocado,meatballs
2740,milk,french wine,eggs,whole weat flour,french fries,champagne,yogurt cake
2741,french fries,,,,,,
2742,cookies,,,,,,
2743,cake,,,,,,
2744,shrimp,tomato sauce,spaghetti,soup,,,
2745,shrimp,,,,,,
2746,burgers,pancakes,cake,chocolate,low fat yogurt,,
2747,herb & pepper,pancakes,,,,,
2748,red wine,ketchup,,,,,
2749,bacon,honey,french fries,,,,
2750,frozen smoothie,strawberries,,,,,
2751,pickles,tomatoes,spaghetti,pancakes,cooking oil,escalope,low fat yogurt
2752,chocolate,spaghetti,escalope,cookies,sandwich,pancakes,low fat yogurt
2753,mineral water,avocado,french fries,escalope,,,
2754,fresh tuna,ground beef,spaghetti,avocado,whole wheat rice,rice,cooking oil
2755,pasta,,,,,,
2756,cookies,,,,,,
2757,clothes accessories,magazines,,,,,
2758,shrimp,frozen vegetables,milk,butter,pancakes,barbecue sauce,eggplant
2759,frozen vegetables,avocado,milk,pancakes,oil,frozen smoothie,
2760,herb & pepper,shrimp,ground beef,chocolate,french fries,frozen smoothie,mint
2761,candy bars,,,,,,
2762,burgers,eggs,champagne,frozen smoothie,,,
2763,mineral water,,,,,,
2764,ham,spaghetti,honey,low fat yogurt,,,
2765,mineral water,eggs,yogurt cake,light mayo,,,
2766,herb & pepper,ground beef,mineral water,chocolate,milk,french fries,low fat yogurt
2767,fresh tuna,ham,whole wheat pasta,spaghetti,mineral water,chocolate,milk
2768,burgers,ham,spaghetti,salmon,eggs,,
2769,burgers,whole wheat rice,blueberries,green tea,salt,,
2770,fresh tuna,spaghetti,milk,pancakes,gums,low fat yogurt,
2771,grated cheese,spaghetti,eggs,eggplant,pancakes,,
2772,cookies,energy drink,,,,,
2773,herb & pepper,red wine,frozen vegetables,tomatoes,spaghetti,mineral water,meatballs
2774,milk,flax seed,antioxydant juice,mayonnaise,green tea,,
2775,frozen vegetables,mineral water,cooking oil,chicken,,,
2776,spaghetti,mineral water,brownies,,,,
2777,salmon,pancakes,cake,,,,
2778,cooking oil,,,,,,
2779,ham,,,,,,
2780,ham,low fat yogurt,,,,,
2781,tomatoes,cookies,champagne,,,,
2782,fresh tuna,shrimp,frozen vegetables,tomatoes,tomato sauce,spaghetti,mineral water
2783,herb & pepper,mineral water,cooking oil,hot dogs,,,
2784,spaghetti,chocolate,escalope,brownies,,,
2785,fresh tuna,frozen vegetables,energy bar,french wine,brownies,pancakes,yogurt cake
2786,milk,salmon,fresh bread,low fat yogurt,mint,,
2787,spaghetti,nonfat milk,burger sauce,,,,
2788,mineral water,pancakes,magazines,,,,
2789,ground beef,butter,eggs,whole wheat rice,cake,chocolate,
2790,escalope,,,,,,
2791,red wine,tomatoes,ground beef,spaghetti,mineral water,soup,pancakes
2792,burgers,yams,mineral water,whole wheat rice,chocolate,low fat yogurt,
2793,white wine,,,,,,
2794,grated cheese,ground beef,almonds,yogurt cake,energy drink,fresh bread,green tea
2795,turkey,chocolate,grated cheese,shrimp,ground beef,mineral water,milk
2796,fresh bread,,,,,,
2797,ground beef,butter,french fries,,,,
2798,chocolate,herb & pepper,ground beef,mineral water,chicken,antioxydant juice,low fat yogurt
2799,turkey,eggs,,,,,
2800,cookies,,,,,,
2801,cookies,,,,,,
2802,burgers,fresh tuna,parmesan cheese,spaghetti,butter,vegetables mix,spinach
2803,turkey,burgers,grated cheese,almonds,cake,cooking oil,low fat yogurt
2804,chocolate,,,,,,
2805,spaghetti,mineral water,milk,muffins,light cream,cooking oil,extra dark chocolate
2806,eggs,,,,,,
2807,turkey,grated cheese,shrimp,spaghetti,pancakes,cake,ketchup
2808,burgers,mineral water,butter,eggs,chicken,cookies,green tea
2809,mineral water,cake,,,,,
2810,herb & pepper,shrimp,tomatoes,ground beef,spaghetti,cake,light cream
2811,cookies,,,,,,
2812,turkey,cooking oil,escalope,,,,
2813,grated cheese,olive oil,muffins,eggs,chocolate,pancakes,salt
2814,frozen vegetables,whole wheat pasta,spaghetti,chocolate,soup,butter,french wine
2815,spaghetti,,,,,,
2816,green tea,french fries,,,,,
2817,ham,spaghetti,mineral water,olive oil,eggs,cooking oil,french fries
2818,shrimp,black tea,eggs,cake,,,
2819,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,olive oil,chutney
2820,spaghetti,hot dogs,white wine,mayonnaise,,,
2821,herb & pepper,ground beef,,,,,
2822,white wine,,,,,,
2823,green tea,,,,,,
2824,frozen vegetables,spaghetti,olive oil,energy bar,french wine,chicken,light cream
2825,red wine,spaghetti,chocolate bread,french fries,hot dogs,low fat yogurt,
2826,burgers,spaghetti,avocado,cake,brownies,salt,
2827,mineral water,soup,gums,extra dark chocolate,french fries,,
2828,spaghetti,,,,,,
2829,muffins,,,,,,
2830,turkey,spaghetti,olive oil,green beans,mint green tea,chocolate,mushroom cream sauce
2831,tomatoes,whole wheat pasta,spaghetti,mineral water,milk,pancakes,eggs
2832,ground beef,mineral water,milk,olive oil,eggs,extra dark chocolate,
2833,burgers,ham,eggs,cookies,sparkling water,brownies,green tea
2834,carrots,eggplant,french fries,escalope,strawberries,toothpaste,
2835,turkey,burgers,yams,flax seed,,,
2836,ham,vegetables mix,blueberries,escalope,cottage cheese,,
2837,whole wheat pasta,meatballs,milk,antioxydant juice,french fries,fresh bread,
2838,strawberries,,,,,,
2839,yogurt cake,,,,,,
2840,burgers,,,,,,
2841,meatballs,eggs,cottage cheese,,,,
2842,cookies,,,,,,
2843,turkey,pepper,tomato sauce,spaghetti,milk,olive oil,frozen smoothie
2844,chocolate,escalope,,,,,
2845,grated cheese,ground beef,green tea,,,,
2846,escalope,,,,,,
2847,french fries,,,,,,
2848,milk,energy bar,frozen smoothie,protein bar,asparagus,,
2849,antioxydant juice,,,,,,
2850,grated cheese,mineral water,almonds,,,,
2851,frozen vegetables,whole wheat pasta,spaghetti,mineral water,milk,olive oil,salmon
2852,burgers,mineral water,milk,black tea,chicken,frozen smoothie,fresh bread
2853,fresh tuna,spaghetti,mineral water,chocolate,milk,light cream,oil
2854,burgers,red wine,whole wheat pasta,butter,cereals,french fries,hot dogs
2855,mineral water,cake,,,,,
2856,nonfat milk,cookies,brownies,,,,
2857,olive oil,,,,,,
2858,grated cheese,spaghetti,milk,honey,escalope,fresh bread,green tea
2859,butter,chocolate,yogurt cake,,,,
2860,champagne,,,,,,
2861,yogurt cake,,,,,,
2862,burgers,,,,,,
2863,vegetables mix,,,,,,
2864,yogurt cake,energy drink,,,,,
2865,mineral water,chocolate,soup,milk,olive oil,eggs,honey
2866,mineral water,milk,french fries,cookies,,,
2867,tomatoes,ground beef,chocolate,butter,eggs,green tea,french fries
2868,vegetables mix,french fries,,,,,
2869,turkey,spaghetti,mineral water,cider,chicken,french fries,escalope
2870,eggs,rice,eggplant,escalope,mushroom cream sauce,brownies,pancakes
2871,burgers,fresh tuna,spaghetti,mineral water,soup,chicken,fromage blanc
2872,antioxydant juice,mint green tea,french fries,yogurt cake,,,
2873,mint green tea,,,,,,
2874,spaghetti,energy drink,,,,,
2875,tomato sauce,chocolate,fresh bread,,,,
2876,ham,avocado,butter,rice,energy drink,fresh bread,toothpaste
2877,tomatoes,ground beef,spaghetti,avocado,pancakes,cooking oil,cereals
2878,shrimp,black tea,pancakes,cake,oil,extra dark chocolate,carrots
2879,turkey,olive oil,flax seed,eggs,chocolate,french fries,escalope
2880,cookies,,,,,,
2881,french fries,,,,,,
2882,fresh tuna,spinach,honey,cake,cereals,chocolate,french fries
2883,turkey,shrimp,green beans,green tea,,,
2884,french fries,yogurt cake,low fat yogurt,,,,
2885,mineral water,butter,pancakes,low fat yogurt,,,
2886,mineral water,,,,,,
2887,champagne,cookies,green tea,,,,
2888,ground beef,spaghetti,mineral water,energy drink,white wine,,
2889,spaghetti,cooking oil,,,,,
2890,chocolate,,,,,,
2891,escalope,pancakes,energy drink,,,,
2892,mineral water,cake,light cream,bug spray,burger sauce,,
2893,tomatoes,whole wheat pasta,,,,,
2894,babies food,,,,,,
2895,ham,turkey,shrimp,frozen vegetables,tomato sauce,spaghetti,vegetables mix
2896,chocolate,french fries,white wine,,,,
2897,cake,,,,,,
2898,burgers,mineral water,milk,almonds,eggs,green tea,french fries
2899,grated cheese,tomatoes,spaghetti,chocolate,rice,cooking oil,french fries
2900,yams,,,,,,
2901,spaghetti,antioxydant juice,,,,,
2902,champagne,,,,,,
2903,mineral water,,,,,,
2904,pasta,,,,,,
2905,mineral water,cake,burger sauce,,,,
2906,cookies,,,,,,
2907,candy bars,,,,,,
2908,frozen vegetables,parmesan cheese,pepper,spaghetti,milk,pancakes,oil
2909,pancakes,champagne,,,,,
2910,ham,ground beef,mineral water,milk,olive oil,pancakes,melons
2911,ham,olive oil,green tea,strawberries,white wine,,
2912,eggs,escalope,,,,,
2913,green tea,,,,,,
2914,cookies,,,,,,
2915,meatballs,,,,,,
2916,chocolate,,,,,,
2917,fresh bread,,,,,,
2918,burgers,tomatoes,ground beef,spaghetti,cake,hot dogs,white wine
2919,frozen vegetables,tomatoes,spaghetti,mineral water,muffins,cake,mushroom cream sauce
